#PIVOTES/TAM_BD	19032	22421	26903	27788	29426	29475	30420	34603	36280	36957	39612	46530
64	0.7427505176	0.6584586357	0.7448943174	0.5894198753	0.7406355446	0.7737159942	0.7942386579	0.7756256474	0.7633742565	0.7526522778	0.7278105322	0.8716091691
128	0.6976088837	0.6194965008	0.6963855968	0.5600205474	0.7034803177	0.7117591444	0.7838905552	0.747715683	0.7288420472	0.7127604062	0.6732513727	0.7559939676
256	0.6418615261	0.5820334344	0.6530308597	0.5061916005	0.6316090674	0.6914593326	0.738580463	0.6916432285	0.6920238841	0.6779068078	0.6095401142	0.7311478411
512	0.5771408146	0.5372689464	0.6034408484	0.4480904245	0.5609781705	0.6280421112	0.6796644263	0.6221138149	0.6403407924	0.6276049007	0.5423735965	0.6785201702
1024	0.4740696975	0.4781576037	0.545636126	0.3972726935	0.4564770386	0.5762718401	0.587084823	0.5334157101	0.5776593359	0.5639529361	0.4713197376	0.6189338225
