#PIVOTES/TAM_BD	167995	194687	200375	213578
512	0.6326794997	0.6907094022	0.6429806457	0.7208655107
1024	0.6010715136	0.652480589	0.5475801077	0.6816089852
2048	0.5612777768	0.594454908	0.4304041643	0.6415812679
4096	0.5103162438	0.5363787604	0.3385269702	0.590657488
