#PIVOTES/TAM_BD	1034	2943	12354	13093	15796	15964
16	0.7270849374	0.7653119012	0.7230658463	0.8082677271	0.8946494579	0.9242806025
32	0.744849862	0.7429424369	0.6583066738	0.8101533386	0.7601962225	0.82704098
64	0.6298567163	0.7017655176	0.6304995874	0.7778047472	0.7384045648	0.7633931123
128	0.5437362679	0.6116855169	0.5706196226	0.7382807146	0.7114420466	0.712055995
256	0.395945616	0.5192709092	0.5032126492	0.6956284468	0.6730168018	0.6787429454
