#PIVOTES/TAM_BD	1034	2943	12354	13093	15796	15964
16	0.9024807046	0.7986852233	0.7123971714	0.9152832557	0.7940809924	0.8301170977
32	0.7676099979	0.7076829373	0.7150219011	0.7761599936	0.7889308602	0.7987928981
64	0.6831890481	0.676890396	0.6181486237	0.7784493688	0.7632068612	0.7444769999
128	0.5468254117	0.6244299283	0.5654303971	0.7399245347	0.7065398508	0.727702101
256	0.4098796267	0.5027183146	0.5064222835	0.6823567571	0.670218176	0.6623177918
