#PIVOTES/TAM_BD	19032	22421	26903	27788	29426	29475	30420	34603	36280	36957	39612	46530
64	0.7402953501	0.6253077064	0.7279135824	0.6133031381	0.7530836781	0.8033592506	0.873191752	0.8053754235	0.7539341277	0.7699074699	0.7089084238	0.793449611
128	0.6975986402	0.623297954	0.6865962766	0.5483253696	0.6920422535	0.7182177646	0.7873658762	0.747806014	0.7326608462	0.7110184557	0.6839296681	0.7688079934
256	0.6425921042	0.5790911978	0.653805887	0.5052085843	0.6263089732	0.6840942256	0.7368631294	0.6859108661	0.6851855409	0.6815260598	0.6055757956	0.7273643052
512	0.5711576399	0.5427049025	0.604271977	0.4511037649	0.5553304206	0.6340113852	0.6676130275	0.6072263189	0.6397506713	0.6251077149	0.543979906	0.6848472378
1024	0.4853661571	0.4813616575	0.5419952198	0.4004014687	0.4699012462	0.5718266243	0.5912013317	0.5228871615	0.5786163965	0.5696160732	0.4745933943	0.6223094076
