#PIVOTES/TAM_BD	167995	194687	200375	213578
512	0.6337688622	0.7137352087	0.628271206	0.7216658041
1024	0.5939103559	0.6545661593	0.5270479198	0.6817978055
2048	0.5557854082	0.6066027966	0.4349500173	0.644467686
4096	0.5084920859	0.5280536052	0.3349568437	0.5965442414
