#PIVOTES/TAM_BD	57198	77264	77720	86447	87108	93014	106511	136323
256	0.735630334	0.6779010838	0.7189138452	0.7482506461	0.7880342359	0.76143312	0.7601788187	0.7870712605
512	0.7395622654	0.6094300062	0.6771440904	0.7076206257	0.7241259892	0.6881659739	0.715515376	0.7641604649
1024	0.701039418	0.5459621658	0.6279388375	0.6696336457	0.6576921422	0.6203003664	0.669742899	0.705188634
2048	0.596159202	0.4366242708	0.548917952	0.5953901449	0.5793228541	0.5034935774	0.6144208782	0.6758195879
