#PIVOTES/TAM_BD	57198	77264	77720	86447	87108	93014	106511	136323
256	0.7352806286	0.6756331202	0.7221081444	0.7484845377	0.7962023442	0.7471640982	0.7631320656	0.7953618266
512	0.7007732978	0.5977243327	0.6869345169	0.7089790699	0.7340947214	0.6768954425	0.7284735332	0.7644412782
1024	0.6775216959	0.5322826376	0.605612372	0.6590679569	0.6612357021	0.6144298199	0.669143653	0.7152766721
2048	0.5964292703	0.4402063561	0.5037180615	0.615685952	0.5688813306	0.5157712991	0.6023481539	0.6742438806
