#distancia    items
0	843
1	26
2	42
3	65
4	80
5	160
6	238
7	487
8	655
9	1004
10	1624
11	2662
12	4188
13	6443
14	8825
15	12727
16	18565
17	26169
18	38072
19	53462
20	70359
21	89602
22	112935
23	140864
24	172510
25	203166
26	230339
27	251604
28	278072
29	309537
30	354532
31	409648
32	481082
33	564057
34	647939
35	740303
36	841543
37	959995
38	1104671
39	1291527
40	1535995
41	1869185
42	2327511
43	2921896
44	3691185
45	4582199
46	5454780
47	6067790
48	6144498
49	5549091
50	4416516
51	3062252
52	1822144
53	925912
54	398237
55	151587
56	60183
57	30989
58	17333
59	5138
60	1117
