#distancia    items
0	349
1	21
2	17
3	20
4	83
5	204
6	451
7	638
8	839
9	1474
10	2862
11	4368
12	6215
13	8189
14	11166
15	14706
16	19351
17	25562
18	32666
19	38412
20	42820
21	48502
22	55690
23	63769
24	72294
25	81086
26	89707
27	97623
28	104820
29	111597
30	116435
31	122257
32	124844
33	130679
34	138926
35	149972
36	167102
37	186677
38	212427
39	245329
40	286876
41	339208
42	397970
43	458578
44	513524
45	545765
46	543317
47	495182
48	410043
49	303637
50	202407
51	120549
52	62511
53	28926
54	11320
55	4458
56	2274
57	1570
58	1665
59	1812
60	2069
