#distancia    items
0	2301
1	29
2	23
3	33
4	168
5	553
6	1095
7	1537
8	2728
9	5356
10	6841
11	10389
12	16877
13	28948
14	48400
15	82009
16	130891
17	188676
18	266431
19	376255
20	520532
21	712103
22	962456
23	1287172
24	1708682
25	2190586
26	2723642
27	3329111
28	3991805
29	4689153
30	5454670
31	6230479
32	6980583
33	7747052
34	8601373
35	9658226
36	10992461
37	12728190
38	15132192
39	18518477
40	23114229
41	28553297
42	33884348
43	37909081
44	39945039
45	39714898
46	36863162
47	31313420
48	23927609
49	16257684
50	9825772
51	5258434
52	2502613
53	1085426
54	442812
55	177327
56	67932
57	22092
58	5447
59	2505
60	996
