#distancia    items
0	406
1	24
2	105
3	48
4	86
5	222
6	382
7	499
8	721
9	1101
10	2165
11	3884
12	6125
13	8281
14	10475
15	13983
16	19884
17	29637
18	43049
19	57906
20	72542
21	85910
22	95484
23	102894
24	113049
25	128902
26	146978
27	166022
28	183507
29	210320
30	242087
31	273700
32	301913
33	325944
34	348008
35	374573
36	410231
37	457794
38	517095
39	583551
40	655450
41	727271
42	802477
43	875363
44	936158
45	962567
46	923712
47	812500
48	639300
49	445435
50	273064
51	148886
52	71919
53	31333
54	15134
55	8126
56	4206
57	1151
58	242
59	141
60	168
