#distancia    items
0	976
1	144
2	336
3	562
4	905
5	1096
6	1405
7	1508
8	1698
9	2049
10	2568
11	3268
12	5432
13	8124
14	11803
15	16102
16	21481
17	28978
18	40516
19	56322
20	76385
21	100015
22	131635
23	173384
24	222540
25	276360
26	343081
27	415029
28	503519
29	608546
30	729675
31	859946
32	985815
33	1111063
34	1260059
35	1440488
36	1636240
37	1852418
38	2113190
39	2448120
40	2904801
41	3501162
42	4238534
43	5098899
44	5966427
45	6678250
46	6982615
47	6686558
48	5756139
49	4415297
50	2988875
51	1769896
52	895993
53	382214
54	137603
55	44734
56	13053
57	3205
58	892
59	181
60	67
