#distancia    items
0	1105
1	55
2	27
3	190
4	639
5	3419
6	3987
7	6679
8	8572
9	12903
10	18386
11	22203
12	25201
13	32684
14	45396
15	58949
16	75900
17	90574
18	102825
19	117174
20	134061
21	144851
22	158063
23	168667
24	186640
25	199191
26	199561
27	203474
28	207558
29	211431
30	214810
31	226349
32	234705
33	242768
34	251521
35	258353
36	262245
37	262626
38	261068
39	253380
40	247834
41	245242
42	239385
43	228672
44	213230
45	195077
46	172403
47	149402
48	127828
49	108052
50	92882
51	80359
52	69903
53	63274
54	59424
55	57602
56	55711
57	51605
58	45549
59	39868
60	33195
61	27200
62	22044
63	19529
64	16352
65	13966
66	12790
67	11280
68	10580
69	9400
70	8516
71	6634
72	5652
73	4794
74	4207
75	3591
76	2985
77	2582
78	2190
79	2112
80	1732
81	1637
82	1542
83	1443
84	1370
85	1235
86	1388
87	1522
88	1751
89	1900
90	2130
91	2452
92	2644
93	2691
94	2667
95	2390
96	2491
97	2204
98	2180
99	1720
100	1715
101	1466
102	1234
103	1156
104	1204
105	842
106	729
107	547
108	483
109	351
110	334
111	248
112	264
113	200
114	190
115	207
116	158
117	153
118	163
119	137
120	132
121	143
122	117
123	123
124	122
125	104
126	103
127	118
128	126
129	99
130	91
131	85
132	63
133	90
134	80
135	86
136	67
137	70
138	56
139	64
140	64
141	53
142	55
143	61
144	53
145	68
146	52
147	61
148	50
149	49
150	45
151	46
152	45
153	44
154	46
155	43
156	38
157	28
158	25
159	36
160	23
161	20
162	28
163	18
164	26
165	16
166	10
167	11
168	6
169	13
170	8
171	6
172	4
173	2
174	6
175	2
176	1
177	2
