#distancia    items
0	310
1	8
2	15
3	17
4	22
5	12
6	18
7	37
8	85
9	173
10	266
11	410
12	535
13	726
14	1025
15	1551
16	2387
17	3599
18	5005
19	6948
20	9706
21	13722
22	18690
23	25291
24	30991
25	36301
26	42763
27	49785
28	58568
29	68969
30	80836
31	96254
32	114011
33	133249
34	154107
35	176052
36	201253
37	227271
38	260960
39	303627
40	354940
41	417267
42	491846
43	583260
44	685370
45	784255
46	843261
47	831470
48	740730
49	579172
50	400917
51	239511
52	122772
53	52861
54	18546
55	4929
56	1057
57	276
58	77
59	20
60	8
