#distancia    items
0	2382
1	299
2	858
3	1422
4	3377
5	9651
6	17489
7	24594
8	37568
9	67179
10	122621
11	203895
12	305349
13	422855
14	563265
15	734061
16	929431
17	1152546
18	1406210
19	1706888
20	2061077
21	2470024
22	2923831
23	3397131
24	3828663
25	4183552
26	4527025
27	4917569
28	5329529
29	5709491
30	6086051
31	6517633
32	6928127
33	7263095
34	7565398
35	7970619
36	8550615
37	9281656
38	10156926
39	11150809
40	12264956
41	13454749
42	14717871
43	16010109
44	17132395
45	17638515
46	16932096
47	14809158
48	11579517
49	8094825
50	5113825
51	2929874
52	1524015
53	740284
54	376943
55	212173
56	104439
57	35509
58	12534
59	9417
60	7635
