#distancia    items
0	446
1	33
2	13
3	14
4	12
5	28
6	82
7	238
8	435
9	731
10	1230
11	2552
12	4796
13	7460
14	10614
15	13721
16	16786
17	20292
18	25493
19	32260
20	40605
21	50641
22	63922
23	77224
24	89120
25	101523
26	118089
27	135962
28	155803
29	172293
30	186419
31	201587
32	216344
33	234351
34	253921
35	282228
36	316118
37	354691
38	397976
39	449566
40	511104
41	591560
42	694097
43	819101
44	949210
45	1057504
46	1090586
47	1021201
48	857198
49	641645
50	428965
51	249893
52	127524
53	56706
54	22887
55	9398
56	3469
57	1142
58	374
59	200
60	257
